Pressure,Temperature,Phase,Author,Starting material,Heating time,Pressure scale,EoS,Pressure medium,Notes
273,1400,hcp,Kuwayama (2008),Fe ,30 - 90 min,MgO,Speziale (2001),MgO/SiO2,
275,1700,hcp,Kuwayama (2008),Fe ,30 - 90 min,MgO,Speziale (2001),MgO/SiO2,
277,2000,hcp,Kuwayama (2008),Fe ,30 - 90 min,MgO,Speziale (2001),MgO/SiO2,
229,300,hcp,Kuwayama (2008),Fe ,30 - 90 min,MgO,Speziale (2001),MgO/SiO2,
241,300,hcp,Kuwayama (2008),Fe ,30 - 90 min,MgO,Speziale (2001),MgO/SiO2,
246,1400,hcp,Kuwayama (2008),Fe ,30 - 90 min,MgO,Speziale (2001),MgO/SiO2,
247,1700,hcp,Kuwayama (2008),Fe ,30 - 90 min,MgO,Speziale (2001),MgO/SiO2,
244,300,hcp,Kuwayama (2008),Fe ,30 - 90 min,MgO,Speziale (2001),MgO/SiO2,
272,300,hcp,Kuwayama (2008),Fe ,30 - 90 min,MgO,Speziale (2001),MgO/SiO2,
298,300,hcp,Kuwayama (2008),Fe ,30 - 90 min,MgO,Speziale (2001),MgO/SiO2,
302,1400,hcp,Kuwayama (2008),Fe ,30 - 90 min,MgO,Speziale (2001),MgO/SiO2,
301,1700,hcp,Kuwayama (2008),Fe ,30 - 90 min,MgO,Speziale (2001),MgO/SiO2,
301,2000,hcp,Kuwayama (2008),Fe ,30 - 90 min,MgO,Speziale (2001),MgO/SiO2,
231,300,hcp,Kuwayama (2008),Fe ,30 - 90 min,MgO,Speziale (2001),MgO/SiO2,
255,300,hcp,Kuwayama (2008),Fe ,30 - 90 min,MgO,Speziale (2001),MgO/SiO2,
277,300,hcp,Kuwayama (2008),Fe ,30 - 90 min,MgO,Speziale (2001),MgO/SiO2,
288,300,hcp,Kuwayama (2008),Fe ,30 - 90 min,MgO,Speziale (2001),MgO/SiO2,
307,300,hcp,Kuwayama (2008),Fe ,30 - 90 min,MgO,Speziale (2001),MgO/SiO2,
315,300,hcp,Kuwayama (2008),Fe ,30 - 90 min,MgO,Speziale (2001),MgO/SiO2,
319,300,hcp,Kuwayama (2008),Fe ,30 - 90 min,MgO,Speziale (2001),MgO/SiO2,
73.8,2493,hcp,Anzellini (2013),Fe powder,Unknown,KCl,Dewaele (2012),KCl,
73.9,2622,hcp,Anzellini (2013),Fe powder,Unknown,KCl,Dewaele (2012),KCl,
74.1,2679,hcp,Anzellini (2013),Fe powder,Unknown,KCl,Dewaele (2012),KCl,
73.9,2681,hcp,Anzellini (2013),Fe powder,Unknown,KCl,Dewaele (2012),KCl,
74.3,2774,hcp,Anzellini (2013),Fe powder,Unknown,KCl,Dewaele (2012),KCl,
74.4,2875,hcp,Anzellini (2013),Fe powder,Unknown,KCl,Dewaele (2012),KCl,
74.5,2880,hcp,Anzellini (2013),Fe powder,Unknown,KCl,Dewaele (2012),KCl,
74.5,2894,hcp,Anzellini (2013),Fe powder,Unknown,KCl,Dewaele (2012),KCl,
74.3,2911,hcp,Anzellini (2013),Fe powder,Unknown,KCl,Dewaele (2012),KCl,
74.7,2966,hcp,Anzellini (2013),Fe powder,Unknown,KCl,Dewaele (2012),KCl,
74.6,2984,hcp,Anzellini (2013),Fe powder,Unknown,KCl,Dewaele (2012),KCl,
74.2,3001,Mix (fcc + hcp),Anzellini (2013),Fe powder,Unknown,KCl,Dewaele (2012),KCl,
74.8,3040,Mix (fcc + hcp),Anzellini (2013),Fe powder,Unknown,KCl,Dewaele (2012),KCl,
74.3,2979,Mix (fcc + hcp),Anzellini (2013),Fe powder,Unknown,KCl,Dewaele (2012),KCl,
74.4,3007,Mix (fcc + hcp),Anzellini (2013),Fe powder,Unknown,KCl,Dewaele (2012),KCl,
74.7,3191,Mix (fcc + hcp),Anzellini (2013),Fe powder,Unknown,KCl,Dewaele (2012),KCl,
74.1,3056,Mix (fcc + hcp),Anzellini (2013),Fe powder,Unknown,KCl,Dewaele (2012),KCl,
74.7,3114,Mix (fcc + hcp),Anzellini (2013),Fe powder,Unknown,KCl,Dewaele (2012),KCl,
74.2,3113,Mix (fcc + hcp),Anzellini (2013),Fe powder,Unknown,KCl,Dewaele (2012),KCl,
74.9,3259,Mix (fcc + hcp),Anzellini (2013),Fe powder,Unknown,KCl,Dewaele (2012),KCl,
74.7,3153,hcp,Anzellini (2013),Fe powder,Unknown,KCl,Dewaele (2012),KCl,
75.3,3337,fcc,Anzellini (2013),Fe powder,Unknown,KCl,Dewaele (2012),KCl,
75.7,3352,fcc,Anzellini (2013),Fe powder,Unknown,KCl,Dewaele (2012),KCl,
76.9,3368,fcc,Anzellini (2013),Fe powder,Unknown,KCl,Dewaele (2012),KCl,
75.5,3323,fcc,Anzellini (2013),Fe powder,Unknown,KCl,Dewaele (2012),KCl,
76.7,3431,Mix (fcc + liquid),Anzellini (2013),Fe powder,Unknown,KCl,Dewaele (2012),KCl,
76.4,3507,Mix (fcc + liquid),Anzellini (2013),Fe powder,Unknown,KCl,Dewaele (2012),KCl,
76.3,3460,Mix (fcc + liquid),Anzellini (2013),Fe powder,Unknown,KCl,Dewaele (2012),KCl,
76.8,3560,Mix (fcc + liquid),Anzellini (2013),Fe powder,Unknown,KCl,Dewaele (2012),KCl,
86.5,2654,hcp,Anzellini (2013),Fe powder,Unknown,KCl,Dewaele (2012),KCl,
86.5,2687,hcp,Anzellini (2013),Fe powder,Unknown,KCl,Dewaele (2012),KCl,
86.8,2736,hcp,Anzellini (2013),Fe powder,Unknown,KCl,Dewaele (2012),KCl,
86.9,2816,hcp,Anzellini (2013),Fe powder,Unknown,KCl,Dewaele (2012),KCl,
87.1,2936,hcp,Anzellini (2013),Fe powder,Unknown,KCl,Dewaele (2012),KCl,
87.5,3078,hcp,Anzellini (2013),Fe powder,Unknown,KCl,Dewaele (2012),KCl,
87.2,3232,hcp,Anzellini (2013),Fe powder,Unknown,KCl,Dewaele (2012),KCl,
86.9,3272,Mix (fcc + hcp),Anzellini (2013),Fe powder,Unknown,KCl,Dewaele (2012),KCl,
87,3270,Mix (fcc + hcp),Anzellini (2013),Fe powder,Unknown,KCl,Dewaele (2012),KCl,
86.8,3362,Mix (fcc + hcp),Anzellini (2013),Fe powder,Unknown,KCl,Dewaele (2012),KCl,
87.5,3346,Mix (fcc + hcp),Anzellini (2013),Fe powder,Unknown,KCl,Dewaele (2012),KCl,
85.7,3374,Mix (fcc + hcp),Anzellini (2013),Fe powder,Unknown,KCl,Dewaele (2012),KCl,
85.9,3454,Mix (fcc + hcp),Anzellini (2013),Fe powder,Unknown,KCl,Dewaele (2012),KCl,
86.1,3598,Mix (fcc + liquid),Anzellini (2013),Fe powder,Unknown,KCl,Dewaele (2012),KCl,
87.9,3650,Mix (fcc + liquid),Anzellini (2013),Fe powder,Unknown,KCl,Dewaele (2012),KCl,
86.8,3597,Mix (fcc + liquid),Anzellini (2013),Fe powder,Unknown,KCl,Dewaele (2012),KCl,
86,3458,Mix (fcc + liquid),Anzellini (2013),Fe powder,Unknown,KCl,Dewaele (2012),KCl,
85,2995,hcp,Anzellini (2013),Fe powder,Unknown,KCl,Dewaele (2012),KCl,
84.9,2929,hcp,Anzellini (2013),Fe powder,Unknown,KCl,Dewaele (2012),KCl,
85,3065,hcp,Anzellini (2013),Fe powder,Unknown,KCl,Dewaele (2012),KCl,
85,3068,hcp,Anzellini (2013),Fe powder,Unknown,KCl,Dewaele (2012),KCl,
85,3097,hcp,Anzellini (2013),Fe powder,Unknown,KCl,Dewaele (2012),KCl,
85,3119,hcp,Anzellini (2013),Fe powder,Unknown,KCl,Dewaele (2012),KCl,
85.3,3286,hcp,Anzellini (2013),Fe powder,Unknown,KCl,Dewaele (2012),KCl,
85.4,3309,Mix (fcc + hcp),Anzellini (2013),Fe powder,Unknown,KCl,Dewaele (2012),KCl,
85.3,3239,Mix (fcc + hcp),Anzellini (2013),Fe powder,Unknown,KCl,Dewaele (2012),KCl,
85.3,3203,Mix (fcc + hcp),Anzellini (2013),Fe powder,Unknown,KCl,Dewaele (2012),KCl,
85.8,3395,Mix (fcc + hcp),Anzellini (2013),Fe powder,Unknown,KCl,Dewaele (2012),KCl,
85.6,3402,Mix (fcc + hcp),Anzellini (2013),Fe powder,Unknown,KCl,Dewaele (2012),KCl,
86.2,3535,Mix (fcc + hcp),Anzellini (2013),Fe powder,Unknown,KCl,Dewaele (2012),KCl,
85.7,3411,Mix (fcc + hcp),Anzellini (2013),Fe powder,Unknown,KCl,Dewaele (2012),KCl,
85.1,3549,Mix (fcc + hcp),Anzellini (2013),Fe powder,Unknown,KCl,Dewaele (2012),KCl,
86.4,3618,Mix (fcc + liquid),Anzellini (2013),Fe powder,Unknown,KCl,Dewaele (2012),KCl,
84.8,3771,Mix (fcc + liquid),Anzellini (2013),Fe powder,Unknown,KCl,Dewaele (2012),KCl,
85.1,3763,Mix (fcc + liquid),Anzellini (2013),Fe powder,Unknown,KCl,Dewaele (2012),KCl,
84.4,3635,Mix (fcc + liquid),Anzellini (2013),Fe powder,Unknown,KCl,Dewaele (2012),KCl,
84.8,3664,Mix (fcc + liquid),Anzellini (2013),Fe powder,Unknown,KCl,Dewaele (2012),KCl,
85.3,3818,Mix (fcc + liquid),Anzellini (2013),Fe powder,Unknown,KCl,Dewaele (2012),KCl,
51.3,1771,hcp,Anzellini (2013),Fe powder,Unknown,KCl,Dewaele (2012),KCl,
51.3,1823,hcp,Anzellini (2013),Fe powder,Unknown,KCl,Dewaele (2012),KCl,
51.4,1855,hcp,Anzellini (2013),Fe powder,Unknown,KCl,Dewaele (2012),KCl,
51.4,1863,hcp,Anzellini (2013),Fe powder,Unknown,KCl,Dewaele (2012),KCl,
51.4,1896,hcp,Anzellini (2013),Fe powder,Unknown,KCl,Dewaele (2012),KCl,
51.4,1938,hcp,Anzellini (2013),Fe powder,Unknown,KCl,Dewaele (2012),KCl,
51.5,1946,hcp,Anzellini (2013),Fe powder,Unknown,KCl,Dewaele (2012),KCl,
51.7,1977,hcp,Anzellini (2013),Fe powder,Unknown,KCl,Dewaele (2012),KCl,
51.7,2025,hcp,Anzellini (2013),Fe powder,Unknown,KCl,Dewaele (2012),KCl,
51.8,2115,hcp,Anzellini (2013),Fe powder,Unknown,KCl,Dewaele (2012),KCl,
51.8,2201,hcp,Anzellini (2013),Fe powder,Unknown,KCl,Dewaele (2012),KCl,
52,2192,hcp,Anzellini (2013),Fe powder,Unknown,KCl,Dewaele (2012),KCl,
52.1,2214,hcp,Anzellini (2013),Fe powder,Unknown,KCl,Dewaele (2012),KCl,
52.3,2268,Mix (fcc + hcp),Anzellini (2013),Fe powder,Unknown,KCl,Dewaele (2012),KCl,
52.2,2299,Mix (fcc + hcp),Anzellini (2013),Fe powder,Unknown,KCl,Dewaele (2012),KCl,
52.5,2378,Mix (fcc + hcp),Anzellini (2013),Fe powder,Unknown,KCl,Dewaele (2012),KCl,
52.5,2444,Mix (fcc + hcp),Anzellini (2013),Fe powder,Unknown,KCl,Dewaele (2012),KCl,
52.8,2491,fcc,Anzellini (2013),Fe powder,Unknown,KCl,Dewaele (2012),KCl,
52.2,2556,fcc,Anzellini (2013),Fe powder,Unknown,KCl,Dewaele (2012),KCl,
53,2581,fcc,Anzellini (2013),Fe powder,Unknown,KCl,Dewaele (2012),KCl,
52.9,2646,fcc,Anzellini (2013),Fe powder,Unknown,KCl,Dewaele (2012),KCl,
52.8,2596,fcc,Anzellini (2013),Fe powder,Unknown,KCl,Dewaele (2012),KCl,
52.8,2635,fcc,Anzellini (2013),Fe powder,Unknown,KCl,Dewaele (2012),KCl,
52.9,2704,fcc,Anzellini (2013),Fe powder,Unknown,KCl,Dewaele (2012),KCl,
53.2,2757,fcc,Anzellini (2013),Fe powder,Unknown,KCl,Dewaele (2012),KCl,
53.3,2813,fcc,Anzellini (2013),Fe powder,Unknown,KCl,Dewaele (2012),KCl,
52.8,2994,fcc,Anzellini (2013),Fe powder,Unknown,KCl,Dewaele (2012),KCl,
54.1,3139,Mix (fcc + liquid),Anzellini (2013),Fe powder,Unknown,KCl,Dewaele (2012),KCl,
54.3,3465,Mix (fcc + liquid),Anzellini (2013),Fe powder,Unknown,KCl,Dewaele (2012),KCl,
54.6,3639,Mix (fcc + liquid),Anzellini (2013),Fe powder,Unknown,KCl,Dewaele (2012),KCl,
54.9,3833,Mix (fcc + liquid),Anzellini (2013),Fe powder,Unknown,KCl,Dewaele (2012),KCl,
51.3,1815,hcp,Anzellini (2013),Fe powder,Unknown,KCl,Dewaele (2012),KCl,
51.4,1889,hcp,Anzellini (2013),Fe powder,Unknown,KCl,Dewaele (2012),KCl,
51.5,1945,hcp,Anzellini (2013),Fe powder,Unknown,KCl,Dewaele (2012),KCl,
51.7,2016,Mix (fcc + hcp),Anzellini (2013),Fe powder,Unknown,KCl,Dewaele (2012),KCl,
51.7,2026,Mix (fcc + hcp),Anzellini (2013),Fe powder,Unknown,KCl,Dewaele (2012),KCl,
51.2,2078,Mix (fcc + hcp),Anzellini (2013),Fe powder,Unknown,KCl,Dewaele (2012),KCl,
51.9,2124,Mix (fcc + hcp),Anzellini (2013),Fe powder,Unknown,KCl,Dewaele (2012),KCl,
52.3,2335,fcc,Anzellini (2013),Fe powder,Unknown,KCl,Dewaele (2012),KCl,
52.3,2307,fcc,Anzellini (2013),Fe powder,Unknown,KCl,Dewaele (2012),KCl,
52.2,2364,fcc,Anzellini (2013),Fe powder,Unknown,KCl,Dewaele (2012),KCl,
52.3,2397,fcc,Anzellini (2013),Fe powder,Unknown,KCl,Dewaele (2012),KCl,
53,2480,fcc,Anzellini (2013),Fe powder,Unknown,KCl,Dewaele (2012),KCl,
51.3,2502,fcc,Anzellini (2013),Fe powder,Unknown,KCl,Dewaele (2012),KCl,
52.7,2582,fcc,Anzellini (2013),Fe powder,Unknown,KCl,Dewaele (2012),KCl,
51,2520,fcc,Anzellini (2013),Fe powder,Unknown,KCl,Dewaele (2012),KCl,
51.7,2674,fcc,Anzellini (2013),Fe powder,Unknown,KCl,Dewaele (2012),KCl,
49.9,2785,fcc,Anzellini (2013),Fe powder,Unknown,KCl,Dewaele (2012),KCl,
51.7,2831,fcc,Anzellini (2013),Fe powder,Unknown,KCl,Dewaele (2012),KCl,
52.9,2837,fcc,Anzellini (2013),Fe powder,Unknown,KCl,Dewaele (2012),KCl,
53.2,2938,fcc,Anzellini (2013),Fe powder,Unknown,KCl,Dewaele (2012),KCl,
52.8,3026,fcc,Anzellini (2013),Fe powder,Unknown,KCl,Dewaele (2012),KCl,
51.5,3031,fcc,Anzellini (2013),Fe powder,Unknown,KCl,Dewaele (2012),KCl,
52.7,3137,fcc,Anzellini (2013),Fe powder,Unknown,KCl,Dewaele (2012),KCl,
52.8,3205,fcc,Anzellini (2013),Fe powder,Unknown,KCl,Dewaele (2012),KCl,
52.9,3248,Mix (fcc + liquid),Anzellini (2013),Fe powder,Unknown,KCl,Dewaele (2012),KCl,
65.5,3312,Mix (fcc + liquid),Anzellini (2013),Fe powder,Unknown,KCl,Dewaele (2012),KCl,
55.3,3778,Mix (fcc + liquid),Anzellini (2013),Fe powder,Unknown,KCl,Dewaele (2012),KCl,
54,3670,Mix (fcc + liquid),Anzellini (2013),Fe powder,Unknown,KCl,Dewaele (2012),KCl,
55.1,3959,Mix (fcc + liquid),Anzellini (2013),Fe powder,Unknown,KCl,Dewaele (2012),KCl,
55.3,3699,Mix (fcc + liquid),Anzellini (2013),Fe powder,Unknown,KCl,Dewaele (2012),KCl,
64.1,2692,fcc,Anzellini (2013),Fe powder,Unknown,KCl,Dewaele (2012),KCl,
64.4,2726,fcc,Anzellini (2013),Fe powder,Unknown,KCl,Dewaele (2012),KCl,
64.2,2772,fcc,Anzellini (2013),Fe powder,Unknown,KCl,Dewaele (2012),KCl,
64.6,2845,fcc,Anzellini (2013),Fe powder,Unknown,KCl,Dewaele (2012),KCl,
64.5,2877,fcc,Anzellini (2013),Fe powder,Unknown,KCl,Dewaele (2012),KCl,
64.4,2937,fcc,Anzellini (2013),Fe powder,Unknown,KCl,Dewaele (2012),KCl,
64.9,3044,fcc,Anzellini (2013),Fe powder,Unknown,KCl,Dewaele (2012),KCl,
64.7,3084,fcc,Anzellini (2013),Fe powder,Unknown,KCl,Dewaele (2012),KCl,
64.6,3277,Mix (fcc + liquid),Anzellini (2013),Fe powder,Unknown,KCl,Dewaele (2012),KCl,
65.1,3342,Mix (fcc + liquid),Anzellini (2013),Fe powder,Unknown,KCl,Dewaele (2012),KCl,
64.8,3314,Mix (fcc + liquid),Anzellini (2013),Fe powder,Unknown,KCl,Dewaele (2012),KCl,
64.7,3202,Mix (fcc + liquid),Anzellini (2013),Fe powder,Unknown,KCl,Dewaele (2012),KCl,
64,3225,Mix (fcc + liquid),Anzellini (2013),Fe powder,Unknown,KCl,Dewaele (2012),KCl,
75,2173,hcp,Anzellini (2013),Fe powder,Unknown,KCl,Dewaele (2012),KCl,
74.9,2219,hcp,Anzellini (2013),Fe powder,Unknown,KCl,Dewaele (2012),KCl,
75,2273,hcp,Anzellini (2013),Fe powder,Unknown,KCl,Dewaele (2012),KCl,
75.3,2300,hcp,Anzellini (2013),Fe powder,Unknown,KCl,Dewaele (2012),KCl,
75.1,2321,hcp,Anzellini (2013),Fe powder,Unknown,KCl,Dewaele (2012),KCl,
75.1,2360,hcp,Anzellini (2013),Fe powder,Unknown,KCl,Dewaele (2012),KCl,
75,2371,hcp,Anzellini (2013),Fe powder,Unknown,KCl,Dewaele (2012),KCl,
75,2394,hcp,Anzellini (2013),Fe powder,Unknown,KCl,Dewaele (2012),KCl,
74.7,2410,hcp,Anzellini (2013),Fe powder,Unknown,KCl,Dewaele (2012),KCl,
75.3,2430,hcp,Anzellini (2013),Fe powder,Unknown,KCl,Dewaele (2012),KCl,
75.2,2460,hcp,Anzellini (2013),Fe powder,Unknown,KCl,Dewaele (2012),KCl,
75.1,2510,hcp,Anzellini (2013),Fe powder,Unknown,KCl,Dewaele (2012),KCl,
75.2,2540,hcp,Anzellini (2013),Fe powder,Unknown,KCl,Dewaele (2012),KCl,
75.6,2597,hcp,Anzellini (2013),Fe powder,Unknown,KCl,Dewaele (2012),KCl,
75.3,2580,hcp,Anzellini (2013),Fe powder,Unknown,KCl,Dewaele (2012),KCl,
75.1,2646,hcp,Anzellini (2013),Fe powder,Unknown,KCl,Dewaele (2012),KCl,
75.3,2678,hcp,Anzellini (2013),Fe powder,Unknown,KCl,Dewaele (2012),KCl,
75.4,2752,hcp,Anzellini (2013),Fe powder,Unknown,KCl,Dewaele (2012),KCl,
75,2764,hcp,Anzellini (2013),Fe powder,Unknown,KCl,Dewaele (2012),KCl,
75.7,2834,hcp,Anzellini (2013),Fe powder,Unknown,KCl,Dewaele (2012),KCl,
74.8,2880,hcp,Anzellini (2013),Fe powder,Unknown,KCl,Dewaele (2012),KCl,
74.5,2913,hcp,Anzellini (2013),Fe powder,Unknown,KCl,Dewaele (2012),KCl,
74.3,2973,hcp,Anzellini (2013),Fe powder,Unknown,KCl,Dewaele (2012),KCl,
76.1,2973,Mix (fcc + hcp),Anzellini (2013),Fe powder,Unknown,KCl,Dewaele (2012),KCl,
75.2,3013,Mix (fcc + hcp),Anzellini (2013),Fe powder,Unknown,KCl,Dewaele (2012),KCl,
74.9,3105,fcc,Anzellini (2013),Fe powder,Unknown,KCl,Dewaele (2012),KCl,
76,3085,fcc,Anzellini (2013),Fe powder,Unknown,KCl,Dewaele (2012),KCl,
76.2,3191,fcc,Anzellini (2013),Fe powder,Unknown,KCl,Dewaele (2012),KCl,
76.5,3230,fcc,Anzellini (2013),Fe powder,Unknown,KCl,Dewaele (2012),KCl,
76.8,3400,fcc,Anzellini (2013),Fe powder,Unknown,KCl,Dewaele (2012),KCl,
76.2,3532,Mix (fcc + liquid),Anzellini (2013),Fe powder,Unknown,KCl,Dewaele (2012),KCl,
74.8,3534,Mix (fcc + liquid),Anzellini (2013),Fe powder,Unknown,KCl,Dewaele (2012),KCl,
76.4,3504,Mix (fcc + liquid),Anzellini (2013),Fe powder,Unknown,KCl,Dewaele (2012),KCl,
76.2,3746,Mix (fcc + liquid),Anzellini (2013),Fe powder,Unknown,KCl,Dewaele (2012),KCl,
75.9,2502,hcp,Anzellini (2013),Fe powder,Unknown,KCl,Dewaele (2012),KCl,
75.7,2543,hcp,Anzellini (2013),Fe powder,Unknown,KCl,Dewaele (2012),KCl,
76.4,2560,hcp,Anzellini (2013),Fe powder,Unknown,KCl,Dewaele (2012),KCl,
76.4,2604,hcp,Anzellini (2013),Fe powder,Unknown,KCl,Dewaele (2012),KCl,
76.2,2638,hcp,Anzellini (2013),Fe powder,Unknown,KCl,Dewaele (2012),KCl,
76.6,2707,hcp,Anzellini (2013),Fe powder,Unknown,KCl,Dewaele (2012),KCl,
76.1,2709,hcp,Anzellini (2013),Fe powder,Unknown,KCl,Dewaele (2012),KCl,
76.4,2762,hcp,Anzellini (2013),Fe powder,Unknown,KCl,Dewaele (2012),KCl,
76.5,2802,hcp,Anzellini (2013),Fe powder,Unknown,KCl,Dewaele (2012),KCl,
76.8,2837,hcp,Anzellini (2013),Fe powder,Unknown,KCl,Dewaele (2012),KCl,
76.8,2883,hcp,Anzellini (2013),Fe powder,Unknown,KCl,Dewaele (2012),KCl,
76.1,2962,hcp,Anzellini (2013),Fe powder,Unknown,KCl,Dewaele (2012),KCl,
76.6,2981,Mix (fcc + hcp),Anzellini (2013),Fe powder,Unknown,KCl,Dewaele (2012),KCl,
76.7,3028,Mix (fcc + hcp),Anzellini (2013),Fe powder,Unknown,KCl,Dewaele (2012),KCl,
76.6,3067,Mix (fcc + hcp),Anzellini (2013),Fe powder,Unknown,KCl,Dewaele (2012),KCl,
77,3164,Mix (fcc + hcp),Anzellini (2013),Fe powder,Unknown,KCl,Dewaele (2012),KCl,
76.7,3261,fcc,Anzellini (2013),Fe powder,Unknown,KCl,Dewaele (2012),KCl,
76.8,3255,fcc,Anzellini (2013),Fe powder,Unknown,KCl,Dewaele (2012),KCl,
77.1,3319,fcc,Anzellini (2013),Fe powder,Unknown,KCl,Dewaele (2012),KCl,
78.7,3376,fcc,Anzellini (2013),Fe powder,Unknown,KCl,Dewaele (2012),KCl,
77.8,3425,fcc,Anzellini (2013),Fe powder,Unknown,KCl,Dewaele (2012),KCl,
77.6,3425,fcc,Anzellini (2013),Fe powder,Unknown,KCl,Dewaele (2012),KCl,
75.7,3400,fcc,Anzellini (2013),Fe powder,Unknown,KCl,Dewaele (2012),KCl,
77.2,3473,Mix (fcc + liquid),Anzellini (2013),Fe powder,Unknown,KCl,Dewaele (2012),KCl,
75.7,3529,Mix (fcc + liquid),Anzellini (2013),Fe powder,Unknown,KCl,Dewaele (2012),KCl,
76.2,3566,Mix (fcc + liquid),Anzellini (2013),Fe powder,Unknown,KCl,Dewaele (2012),KCl,
76.7,3659,Mix (fcc + liquid),Anzellini (2013),Fe powder,Unknown,KCl,Dewaele (2012),KCl,
97.9,2635,hcp,Anzellini (2013),Fe powder,Unknown,KCl,Dewaele (2012),KCl,
97.8,2645,hcp,Anzellini (2013),Fe powder,Unknown,KCl,Dewaele (2012),KCl,
98.3,2767,hcp,Anzellini (2013),Fe powder,Unknown,KCl,Dewaele (2012),KCl,
98.3,2842,hcp,Anzellini (2013),Fe powder,Unknown,KCl,Dewaele (2012),KCl,
98.2,2882,hcp,Anzellini (2013),Fe powder,Unknown,KCl,Dewaele (2012),KCl,
98.3,2894,hcp,Anzellini (2013),Fe powder,Unknown,KCl,Dewaele (2012),KCl,
98.3,2931,hcp,Anzellini (2013),Fe powder,Unknown,KCl,Dewaele (2012),KCl,
98.3,3076,hcp,Anzellini (2013),Fe powder,Unknown,KCl,Dewaele (2012),KCl,
98.8,3133,hcp,Anzellini (2013),Fe powder,Unknown,KCl,Dewaele (2012),KCl,
98.6,3151,hcp,Anzellini (2013),Fe powder,Unknown,KCl,Dewaele (2012),KCl,
99,3353,hcp,Anzellini (2013),Fe powder,Unknown,KCl,Dewaele (2012),KCl,
99.3,3521,hcp,Anzellini (2013),Fe powder,Unknown,KCl,Dewaele (2012),KCl,
99.9,3615,hcp,Anzellini (2013),Fe powder,Unknown,KCl,Dewaele (2012),KCl,
99.9,3842,Mix (fcc + hcp + liquid),Anzellini (2013),Fe powder,Unknown,KCl,Dewaele (2012),KCl,
102,4724,Mix (fcc + hcp + liquid),Anzellini (2013),Fe powder,Unknown,KCl,Dewaele (2012),KCl,
99.3,4784,Mix (fcc + hcp + liquid),Anzellini (2013),Fe powder,Unknown,KCl,Dewaele (2012),KCl,
114,3207,hcp,Anzellini (2013),Fe powder,Unknown,KCl,Dewaele (2012),KCl,
115,3266,hcp,Anzellini (2013),Fe powder,Unknown,KCl,Dewaele (2012),KCl,
115,3370,hcp,Anzellini (2013),Fe powder,Unknown,KCl,Dewaele (2012),KCl,
115,3416,hcp,Anzellini (2013),Fe powder,Unknown,KCl,Dewaele (2012),KCl,
115,3506,hcp,Anzellini (2013),Fe powder,Unknown,KCl,Dewaele (2012),KCl,
115,3514,hcp,Anzellini (2013),Fe powder,Unknown,KCl,Dewaele (2012),KCl,
115,3642,hcp,Anzellini (2013),Fe powder,Unknown,KCl,Dewaele (2012),KCl,
115,3846,hcp,Anzellini (2013),Fe powder,Unknown,KCl,Dewaele (2012),KCl,
116,3892,Mix (hcp + liquid),Anzellini (2013),Fe powder,Unknown,KCl,Dewaele (2012),KCl,
116,4069,Mix (hcp + liquid),Anzellini (2013),Fe powder,Unknown,KCl,Dewaele (2012),KCl,
117,4264,Mix (hcp + liquid),Anzellini (2013),Fe powder,Unknown,KCl,Dewaele (2012),KCl,
117,2759,hcp,Anzellini (2013),Fe powder,Unknown,KCl,Dewaele (2012),KCl,
116,2775,hcp,Anzellini (2013),Fe powder,Unknown,KCl,Dewaele (2012),KCl,
116,2775,hcp,Anzellini (2013),Fe powder,Unknown,KCl,Dewaele (2012),KCl,
116,2890,hcp,Anzellini (2013),Fe powder,Unknown,KCl,Dewaele (2012),KCl,
116,2920,hcp,Anzellini (2013),Fe powder,Unknown,KCl,Dewaele (2012),KCl,
116,3002,hcp,Anzellini (2013),Fe powder,Unknown,KCl,Dewaele (2012),KCl,
116,2957,hcp,Anzellini (2013),Fe powder,Unknown,KCl,Dewaele (2012),KCl,
115,3059,hcp,Anzellini (2013),Fe powder,Unknown,KCl,Dewaele (2012),KCl,
115,3179,hcp,Anzellini (2013),Fe powder,Unknown,KCl,Dewaele (2012),KCl,
117,3188,hcp,Anzellini (2013),Fe powder,Unknown,KCl,Dewaele (2012),KCl,
116,3347,hcp,Anzellini (2013),Fe powder,Unknown,KCl,Dewaele (2012),KCl,
116,3403,hcp,Anzellini (2013),Fe powder,Unknown,KCl,Dewaele (2012),KCl,
117,3485,hcp,Anzellini (2013),Fe powder,Unknown,KCl,Dewaele (2012),KCl,
116,3599,hcp,Anzellini (2013),Fe powder,Unknown,KCl,Dewaele (2012),KCl,
115,3602,hcp,Anzellini (2013),Fe powder,Unknown,KCl,Dewaele (2012),KCl,
117,3692,hcp,Anzellini (2013),Fe powder,Unknown,KCl,Dewaele (2012),KCl,
117,3745,hcp,Anzellini (2013),Fe powder,Unknown,KCl,Dewaele (2012),KCl,
118,3706,hcp,Anzellini (2013),Fe powder,Unknown,KCl,Dewaele (2012),KCl,
117,3579,hcp,Anzellini (2013),Fe powder,Unknown,KCl,Dewaele (2012),KCl,
117,3791,hcp,Anzellini (2013),Fe powder,Unknown,KCl,Dewaele (2012),KCl,
117,3841,hcp,Anzellini (2013),Fe powder,Unknown,KCl,Dewaele (2012),KCl,
118,3911,Mix (hcp + liquid),Anzellini (2013),Fe powder,Unknown,KCl,Dewaele (2012),KCl,
